source_artifact,snapshot_report_date,stock_id,stock_name,model_id,model_name_zh,report_line,report_bucket,mainstream_segment,display_rank,rank_bucket,model_score,score_decile,operation_section,row_action_status,buy_rank_eligible,anchor_date,ranking_evaluation_eligible,trade_eligible,research_note,entry_date,entry_open_price,forward_window_status,return_d1_close_pct,mfe_d1_pct,mae_d1_pct,return_d3_close_pct,mfe_d3_pct,mae_d3_pct,return_d5_close_pct,mfe_d5_pct,mae_d5_pct,return_d10_close_pct,mfe_d10_pct,mae_d10_pct,generated_at
model_signals_for_report,20260615,3003,健和興,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,9,rank_006_010,64.1,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,64.2000,partial_forward_price,4.9844,6.2305,-1.5576,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2476,鉅祥,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,10,rank_006_010,63.8,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,127.0000,partial_forward_price,-5.9055,0.7874,-8.2677,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3189,景碩,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,11,rank_011_020,63.5,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,660.0000,partial_forward_price,-2.7273,4.2424,-3.4848,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3016,嘉晶,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,12,rank_011_020,63.1,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,125.5000,partial_forward_price,-4.7809,7.1713,-5.1793,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6209,今國光,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,13,rank_011_020,63.1,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,87.2000,partial_forward_price,9.2890,9.2890,-0.9174,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2337,旺宏,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,14,rank_011_020,63.0,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,164.0000,partial_forward_price,1.5244,1.5244,-2.1341,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2356,英業達,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,15,rank_011_020,63.0,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,68.2000,partial_forward_price,-2.3460,0.5865,-2.9326,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2369,菱生,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,16,rank_011_020,63.0,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,36.2000,partial_forward_price,-4.0055,0.8287,-4.2818,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3013,晟銘電,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,17,rank_011_020,63.0,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,113.0000,partial_forward_price,-2.2124,0.4425,-2.2124,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3044,健鼎,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,18,rank_011_020,63.0,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,532.0000,partial_forward_price,2.6316,4.8872,-0.5639,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6213,聯茂,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,19,rank_011_020,63.0,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,267.0000,partial_forward_price,-3.3708,1.3109,-4.4944,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2480,敦陽科,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,20,rank_011_020,61.9,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,150.0000,partial_forward_price,-2.0000,0.6667,-2.6667,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,4976,佳凌,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,21,rank_021_plus,61.6,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,34.6000,partial_forward_price,9.9711,9.9711,-0.2890,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,8215,明基材,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,22,rank_021_plus,61.3,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,30.5000,partial_forward_price,-4.4262,0.1639,-4.4262,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2444,兆勁,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,23,rank_021_plus,61.2,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,13.7000,partial_forward_price,-5.1095,1.0949,-5.1095,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6189,豐藝,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,24,rank_021_plus,61.2,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,57.9000,partial_forward_price,-2.2453,4.4905,-2.2453,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2401,凌陽,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,25,rank_021_plus,60.4,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,32.0000,partial_forward_price,-3.9062,1.7187,-4.2188,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2338,光罩,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,26,rank_021_plus,60.1,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,56.0000,partial_forward_price,-5.7143,3.3929,-6.4286,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,1605,華新,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,27,rank_021_plus,60.0,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,40.0500,partial_forward_price,-2.2472,0.8739,-2.6217,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2328,廣宇,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,28,rank_021_plus,60.0,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,53.9000,partial_forward_price,-3.5250,0.0000,-3.5250,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2329,華泰,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,29,rank_021_plus,60.0,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,56.3000,partial_forward_price,-4.0853,0.3552,-4.0853,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2402,毅嘉,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,30,rank_021_plus,60.0,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,68.7000,partial_forward_price,1.8923,3.9301,-2.0378,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2409,友達,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,31,rank_021_plus,60.0,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,24.5000,partial_forward_price,-2.4490,1.0204,-2.4490,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3035,智原,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,32,rank_021_plus,60.0,score_60_70,,,,20260615,True,False,as_published_model_ranking_truth,20260616,202.0000,partial_forward_price,-0.4950,1.9802,-1.7327,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6414,樺漢,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,33,rank_021_plus,59.9,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,368.5000,partial_forward_price,-0.4071,2.0353,-2.3066,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3665,貿聯-KY,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,34,rank_021_plus,59.2,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,2265.0000,partial_forward_price,-6.4018,0.4415,-6.8433,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,1560,中砂,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,35,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,711.0000,partial_forward_price,-4.5007,0.9845,-4.9226,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,1618,合機,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,36,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,43.1000,partial_forward_price,-2.4362,0.0000,-2.4362,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2308,台達電,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,37,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,2265.0000,partial_forward_price,-1.5453,0.2208,-1.9868,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2317,鴻海,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,38,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,270.0000,partial_forward_price,-0.3704,0.3704,-1.6667,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2360,致茂,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,39,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,2265.0000,partial_forward_price,2.6490,5.2980,0.0000,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2376,技嘉,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,40,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,352.5000,partial_forward_price,-1.2766,0.0000,-2.1277,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2383,台光電,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,41,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,5120.0000,partial_forward_price,0.0000,1.9531,-1.0742,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2395,研華,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,42,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,493.0000,partial_forward_price,-2.6369,0.0000,-3.6511,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2399,映泰,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,43,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,48.7000,partial_forward_price,8.4189,8.4189,-1.8480,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2464,盟立,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,44,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,179.5000,partial_forward_price,0.0000,0.0000,0.0000,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2465,麗臺,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,45,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,81.5000,partial_forward_price,-2.9448,1.3497,-3.0675,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3025,星通,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,46,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,74.8000,partial_forward_price,-6.1497,0.1337,-6.4171,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3037,欣興,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,47,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,986.0000,partial_forward_price,-0.5071,1.9270,-2.1298,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3051,力特,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,48,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,27.8000,partial_forward_price,-4.3165,0.0000,-4.3165,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3167,大量,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,49,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,835.0000,partial_forward_price,-4.1916,1.1976,-8.1437,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3231,緯創,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,50,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,162.0000,partial_forward_price,-2.4691,0.0000,-2.4691,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3443,創意,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,51,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,5055.0000,partial_forward_price,-2.6706,0.0000,-4.1543,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3653,健策,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,52,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,3940.0000,partial_forward_price,-3.9340,0.2538,-4.4416,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3706,神達,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,53,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,86.3000,partial_forward_price,-2.3175,0.4635,-2.4334,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,4967,十銓,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,54,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,281.0000,partial_forward_price,-2.1352,0.1779,-3.2028,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6282,康舒,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,55,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,59.2000,partial_forward_price,-2.5338,1.1824,-2.5338,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6770,力積電,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,56,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,75.0000,partial_forward_price,-5.3333,3.4667,-5.3333,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,8028,昇陽半導體,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,57,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,325.0000,partial_forward_price,-3.3846,3.6923,-3.3846,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,8046,南電,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,58,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,860.0000,partial_forward_price,4.8837,8.0233,-0.2326,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,8150,南茂,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,59,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,96.6000,partial_forward_price,-2.0704,5.0725,-2.2774,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,8210,勤誠,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,60,rank_021_plus,59.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,1440.0000,partial_forward_price,-6.2500,0.0000,-7.6389,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2342,茂矽,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,61,rank_021_plus,56.8,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,44.7500,partial_forward_price,7.3743,7.3743,0.0000,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6205,詮欣,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,62,rank_021_plus,56.4,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,85.9000,partial_forward_price,-6.4028,0.0000,-6.6356,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,1504,東元,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,63,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,74.0000,partial_forward_price,-2.9730,0.0000,-2.9730,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,1513,中興電,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,64,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,171.5000,partial_forward_price,-1.7493,0.0000,-2.0408,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,1514,亞力,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,65,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,122.5000,partial_forward_price,-2.0408,0.4082,-3.6735,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,1608,華榮,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,66,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,35.5000,partial_forward_price,-2.6761,0.2817,-2.6761,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,1609,大亞,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,67,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,38.9500,partial_forward_price,-3.0809,0.0000,-3.4660,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2323,中環,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,68,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,11.4000,partial_forward_price,-4.3860,0.0000,-4.8246,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2331,精英,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,69,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,21.9000,partial_forward_price,-4.1096,0.2283,-4.1096,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2332,友訊,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,70,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,16.2000,partial_forward_price,2.4691,3.3951,-3.7037,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2340,台亞,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,71,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,37.3000,partial_forward_price,4.8257,7.9088,-0.8043,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2349,錸德,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,72,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,13.8500,partial_forward_price,-4.3321,0.3610,-4.6931,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2392,正崴,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,73,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,40.7500,partial_forward_price,-1.1043,4.2945,-1.2270,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2426,鼎元,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,74,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,79.6000,partial_forward_price,-13.4422,1.1307,-14.0704,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2441,超豐,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,75,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,128.5000,partial_forward_price,-2.3346,0.3891,-2.7237,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2474,可成,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,76,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,208.5000,partial_forward_price,-1.4388,0.2398,-2.1583,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,2481,強茂,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,77,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,144.0000,partial_forward_price,-2.7778,3.1250,-2.7778,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3032,偉訓,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,78,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,85.5000,partial_forward_price,-1.7544,0.7018,-2.2222,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3034,聯詠,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,79,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,498.0000,partial_forward_price,0.4016,1.2048,-1.0040,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3050,鈺德,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,80,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,13.3500,partial_forward_price,-4.1199,0.0000,-4.1199,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3607,谷崧,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,81,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,17.3500,partial_forward_price,-4.0346,0.8646,-4.0346,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,3711,日月光投控,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,82,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,600.0000,partial_forward_price,-1.3333,0.0000,-3.3333,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,4532,瑞智,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,83,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,24.7000,partial_forward_price,-2.0243,0.0000,-2.4291,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,4906,正文,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,84,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,44.6500,partial_forward_price,-3.9194,1.3438,-4.3673,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,4919,新唐,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,85,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,200.0000,partial_forward_price,-8.5000,2.7500,-9.2500,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,5285,界霖,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,86,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,89.6000,partial_forward_price,-2.0089,0.3348,-3.7946,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6120,達運,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,87,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,14.2000,partial_forward_price,-2.8169,0.3521,-2.8169,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6133,金橋,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,88,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,24.3000,partial_forward_price,-3.2922,1.0288,-4.7325,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6168,宏齊,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,89,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,28.5000,partial_forward_price,-1.2281,3.5088,-3.5088,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
model_signals_for_report,20260615,6257,矽格,pullback_short_reclaim,回檔後短線轉強模型,mainstream,mainstream,mainstream,90,rank_021_plus,56.0,score_50_60,,,,20260615,True,False,as_published_model_ranking_truth,20260616,224.0000,partial_forward_price,-4.4643,0.2232,-4.4643,,,,,,,,,,2026-06-16 20:46:53 Asia/Taipei
