generated_at,model_id,model_name_zh,research_artifact_id,source_artifact_id,decision_axis,decision_item_id,feature_family,condition_role,condition_rule,test_status,data_status,fixed_operation_module_candidate_id,buy_point_rule,target_rule,stop_rule,exit_rule,win_definition,neutral_definition,failure_definition,selected_stock_days,selected_unique_stocks,mature_count,selected_share_of_baseline_pct,mature_share_of_baseline_pct,win_rate_pct,neutral_rate_pct,failure_rate_pct,same_day_unresolved_rate_pct,avg_realized_return_pct,avg_d20_close_return_pct,avg_realized_or_d20_days,delta_vs_baseline_win_rate_pct,delta_vs_baseline_failure_rate_pct,delta_vs_baseline_avg_realized_return_pct,delta_vs_baseline_avg_realized_or_d20_days,decision_status,plain_conclusion_zh,advisory_status,approved_for_daily,production_change,daily_row_parity_status_summary,daily_row_parity_exact_pass_count,daily_row_parity_blocked_count,daily_row_parity_blocker_summary,promotion_blocker
2026-07-02 14:05:48 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_model_decision_audit,price_pullback_23ema_feature_confirmation_research,feature_filter,feature_filter:tdcc_consecutive_up_ge1_return20_0_25,combo_chip_risk_control,possible_required_gate_or_score_bonus,TDCC consecutive up weeks >=1 and 20d return is between 0% and 25%,tested_point_in_time,available_point_in_time_research_frame,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%",16005,1568,7281,5.31,2.75,66.1,5.4,28.5,0.0,1.16,2.89,9.62,24.68,-17.22,0.78,-2.85,score_bonus_candidate,相對 baseline 改善勝率與失敗率，可優先討論作為加分或 ranking 權重。,not_production_ready_research_only,False,none,exact_daily_row_parity_pass:11,11,0,,"requires explicit model promotion PR with exact research parity, contract update, validators, and post-merge validation"
2026-07-02 14:05:48 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_model_decision_audit,price_pullback_23ema_feature_confirmation_research,feature_filter,feature_filter:tdcc_high_thresholds_up_obv_above_ma20,combo_chip_technical_volume,possible_required_gate_or_score_bonus,large-holder TDCC high thresholds increased and OBV above OBV MA20,tested_point_in_time,available_point_in_time_research_frame,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%",12020,1297,5810,3.99,2.2,64.68,5.63,29.69,0.0,1.17,3.02,9.86,23.26,-16.03,0.79,-2.61,score_bonus_candidate,相對 baseline 改善勝率與失敗率，可優先討論作為加分或 ranking 權重。,not_production_ready_research_only,False,none,exact_daily_row_parity_pass:11,11,0,,"requires explicit model promotion PR with exact research parity, contract update, validators, and post-merge validation"
2026-07-02 14:05:48 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_model_decision_audit,price_pullback_23ema_feature_confirmation_research,feature_filter,feature_filter:tdcc_high_thresholds_up_macd_kd_confirm,combo_chip_technical,possible_required_gate_or_score_bonus,large-holder TDCC high thresholds increased plus MACD/KD confirmation,tested_point_in_time,available_point_in_time_research_frame,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%",6619,1062,3790,2.2,1.43,66.39,6.44,27.18,0.0,1.22,2.7,9.64,24.97,-18.54,0.84,-2.83,score_bonus_candidate,相對 baseline 改善勝率與失敗率，可優先討論作為加分或 ranking 權重。,not_production_ready_research_only,False,none,exact_daily_row_parity_pass:11,11,0,,"requires explicit model promotion PR with exact research parity, contract update, validators, and post-merge validation"
2026-07-02 14:05:48 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_model_decision_audit,price_pullback_23ema_feature_confirmation_research,feature_filter,feature_filter:tdcc_high_thresholds_up_return20_0_25_obv_above_ma20,combo_chip_risk_control_technical_volume,score_bonus_candidate_not_required_gate,"large-holder TDCC high thresholds increased, 20d return is between 0% and 25%, and OBV above OBV MA20",tested_point_in_time,available_point_in_time_research_frame,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%",8472,1111,4013,2.81,1.52,69.8,4.31,25.89,0.0,1.07,3.17,9.08,28.38,-19.83,0.69,-3.39,score_bonus_candidate_not_required_gate,OBV above MA20 對已篩出的 TDCC/20日報酬條件有加分討論價值，但目前定位是加分項，不是必要條件。,not_production_ready_research_only,False,none,exact_daily_row_parity_pass:11,11,0,,"requires explicit model promotion PR with exact research parity, contract update, validators, and post-merge validation"
2026-07-02 14:05:48 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_model_decision_audit,price_pullback_23ema_feature_confirmation_research,feature_filter,feature_filter:theme_context_available,theme_context,point_in_time_context_score_bonus_candidate_not_required_gate,signal-date point-in-time daily theme context row is available from the background panel,tested_point_in_time,joined_from_daily_model_signal_background_feature_panel_coverage_limited,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%",2143,661,0,0.71,0.0,,,,,,,,,,,,insufficient_sample_review_only,樣本不足，只能列為觀察，不能當必要條件。,not_production_ready_research_only,False,none,exact_daily_row_parity_pass:11,11,0,,"requires explicit model promotion PR with exact research parity, contract update, validators, and post-merge validation"
2026-07-02 14:05:48 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_model_decision_audit,price_pullback_23ema_feature_confirmation_research,feature_filter,feature_filter:theme_context_mainstream_supported,theme_context,point_in_time_context_score_bonus_candidate_not_required_gate,signal-date theme status group is mainstream_supported or mainstream_overheated,tested_point_in_time,joined_from_daily_model_signal_background_feature_panel_coverage_limited,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%",2118,654,0,0.7,0.0,,,,,,,,,,,,insufficient_sample_review_only,樣本不足，只能列為觀察，不能當必要條件。,not_production_ready_research_only,False,none,exact_daily_row_parity_pass:11,11,0,,"requires explicit model promotion PR with exact research parity, contract update, validators, and post-merge validation"
2026-07-02 14:05:48 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_model_decision_audit,price_pullback_23ema_feature_confirmation_research,feature_filter,feature_filter:theme_context_leadership_not_overheated,theme_context,point_in_time_context_score_bonus_candidate_not_required_gate,"signal-date theme final status is mainstream_leader, mainstream_follow_through, or emerging_theme, and the status group is not overheated",tested_point_in_time,joined_from_daily_model_signal_background_feature_panel_coverage_limited,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%",380,184,0,0.13,0.0,,,,,,,,,,,,insufficient_sample_review_only,樣本不足，只能列為觀察，不能當必要條件。,not_production_ready_research_only,False,none,exact_daily_row_parity_pass:11,11,0,,"requires explicit model promotion PR with exact research parity, contract update, validators, and post-merge validation"
2026-07-02 14:05:48 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_model_decision_audit,price_pullback_23ema_feature_confirmation_research,feature_filter,feature_filter:theme_context_volume_attack_selected,theme_context,point_in_time_context_score_bonus_candidate_not_required_gate,signal-date theme context marks the stock as selected in volume-attack theme status history,tested_point_in_time,joined_from_daily_model_signal_background_feature_panel_coverage_limited,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%",5,5,0,0.0,0.0,,,,,,,,,,,,insufficient_sample_review_only,樣本不足，只能列為觀察，不能當必要條件。,not_production_ready_research_only,False,none,exact_daily_row_parity_pass:11,11,0,,"requires explicit model promotion PR with exact research parity, contract update, validators, and post-merge validation"
2026-07-02 14:05:48 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_model_decision_audit,price_pullback_23ema_feature_confirmation_research,feature_filter,feature_filter:tdcc_high_thresholds_up_return20_0_25_theme_context_mainstream_supported,combo_chip_risk_control_theme_context,point_in_time_context_score_bonus_candidate_not_required_gate,"large-holder TDCC high thresholds increased, 20d return is between 0% and 25%, and signal-date theme context is mainstream-supported or overheated",tested_point_in_time,joined_from_daily_model_signal_background_feature_panel_coverage_limited,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%",812,324,0,0.27,0.0,,,,,,,,,,,,insufficient_sample_review_only,樣本不足，只能列為觀察，不能當必要條件。,not_production_ready_research_only,False,none,exact_daily_row_parity_pass:11,11,0,,"requires explicit model promotion PR with exact research parity, contract update, validators, and post-merge validation"
2026-07-02 14:05:48 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_model_decision_audit,price_pullback_23ema_feature_confirmation_research,feature_filter,feature_filter:tdcc_high_thresholds_up_return20_0_25_theme_context_leadership_not_overheated,combo_chip_risk_control_theme_context,point_in_time_context_score_bonus_candidate_not_required_gate,"large-holder TDCC high thresholds increased, 20d return is between 0% and 25%, and signal-date theme leadership is supported without overheated status",tested_point_in_time,joined_from_daily_model_signal_background_feature_panel_coverage_limited,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%",180,86,0,0.06,0.0,,,,,,,,,,,,insufficient_sample_review_only,樣本不足，只能列為觀察，不能當必要條件。,not_production_ready_research_only,False,none,exact_daily_row_parity_pass:11,11,0,,"requires explicit model promotion PR with exact research parity, contract update, validators, and post-merge validation"
2026-07-02 14:05:48 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_model_decision_audit,price_pullback_23ema_feature_confirmation_research,feature_filter,feature_filter:revenue_positive_or_strong,revenue,possible_required_gate_or_score_bonus,candidate revenue should be positive/strong as gate or add-score candidate,blocked_data_panel_incomplete,historical revenue panel is not complete enough for point-in-time replay in this research frame,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%",,,0,,0.0,,,,,,,,,,,,blocked_data_gap_required_before_gate,營收可以當必要條件或加分討論，但目前缺 point-in-time 歷史營收 panel，不能先寫進 production。,not_production_ready_research_only,False,none,exact_daily_row_parity_pass:11,11,0,,"requires explicit model promotion PR with exact research parity, contract update, validators, and post-merge validation"
2026-07-02 14:05:48 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_model_decision_audit,price_pullback_23ema_feature_confirmation_research,feature_filter,feature_filter:market_background_regime,market_background,possible_required_gate_or_score_bonus,market regime/risk background filter requires dated market feature join by signal date and market/index mapping,deferred_join_required,"market feature panel exists, but this artifact does not yet join it into stock-day rows",next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%",,,0,,0.0,,,,,,,,,,,,blocked_market_join_required,大盤背景方向合理，但需要把 market regime 依 signal_date 接到個股 research frame 後才能評估。,not_production_ready_research_only,False,none,exact_daily_row_parity_pass:11,11,0,,"requires explicit model promotion PR with exact research parity, contract update, validators, and post-merge validation"
