model_id,pdf_view,pdf_section,pdf_section_zh,row_type,operation_asof_date,operation_source_date_status,display_order,stock_id,stock_name,stock_display,operation_status,operation_status_zh,quality_status_zh,matched_trigger_ids,selected_trigger_id,selected_confirmation_date,selected_trigger_priority,trigger_zh,entry_basis_zh,entry_price_status_zh,stop_basis_zh,exit_rule_zh,operation_score,tdcc_score,pattern_score,risk_penalty,final_rank_score,rank_reason_zh,entry_rule_id,entry_price_basis,entry_date,entry_price,stop_loss_rule_id,stop_loss_price,stop_loss_label_zh,exit_rule_id,planned_holding_days,operation_age_days,signal_date,confirmation_date,pending_age_zh,pending_group_zh,pending_confirmation_zh,same_stock_pending_count,tdcc_status_zh,sample_size,win_rate_zh,neutral_rate_zh,loss_rate_zh,failure_rate_zh,avg_return_zh,median_return_zh,pdf_bonus_combo_id,pdf_bonus_combo_label_zh,pdf_bonus_combo_sample_size,pdf_bonus_combo_win_rate_zh,pdf_bonus_combo_neutral_rate_zh,pdf_bonus_combo_loss_rate_zh,pdf_bonus_combo_failure_rate_zh,pdf_bonus_combo_avg_return_zh,pdf_bonus_combo_median_return_zh,pdf_bonus_combo_source,row_metric_status,row_metric_scope,row_metric_id,row_metric_label_zh,row_metric_matched_add_score_ids,row_metric_sample_size,row_metric_win_rate_zh,row_metric_neutral_rate_zh,row_metric_failure_rate_zh,row_metric_avg_return_zh,row_metric_median_return_zh,row_metric_source,row_metric_selection_status,confidence_zh,evidence_match_status,evidence_tdcc_list_type,evidence_rank_bucket,evidence_confluence_scope,evidence_confluence_id,evidence_key,evidence_out_of_sample_pass,research_score,pdf_note_zh,daily_signal_date,daily_volume_model_signal_count,adapter_source,adapter_source_status,approval_source,approved_for_daily,operation_module_approved_for_daily,approval_status,operation_module_id,approval_version,operation_directive_level,row_action_status,buy_rank_eligible,buy_filter_id,approval_note_zh,adapter_note_zh,generated_at
volume_range_breakout_v2_low_position_volume_attack,full,active_operation,操作中,data,20260922,ready,2,2438,翔耀,2438 翔耀,active_operation,操作中,已進場追蹤,next_day_continuation_confirmed,next_day_continuation_confirmed,20260903,3,隔日續強確認,確認日收盤後成立，下一個交易日開盤買入。,已進場追蹤；進場日 9/4 開盤價 22.5,收盤連續4天低於MA20/EMA23較低者的4%，隔日開盤停損。,若未觸發停損，固定第15個交易日收盤出場。,4.0,0.0,0.7,0.0,96.8,突破品質 +0.7 | 收近高點 +4,confirmation_next_open,next_open_after_confirmation,20260904,22.5,sustained_close_below_lower_ma20_ema23_4pct_4d,,MA20/EMA23 4日收盤停損,ema23_close_stop_or_fixed_15d_close,15,14,20260902,20260903,,,,1,model_level rank,26,80.77%,0.00%,19.23%,19.23%,28.77%,18.79%,,,,,,,,,,,unavailable_no_approved_add_score_metric,,,,,,,,,,,,baseline_not_permitted_in_operation_row,research_validated_pending_post_merge_monitoring,positive_model_contract_evidence,model_level,all,model_contract,volume_range_breakout_v2_low_position_volume_attack,model_level|all||model_contract|volume_range_breakout_v2_low_position_volume_attack,not_applicable,96.8,依模型風險欄位管理,20260922,12,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_range_breakout_v2_low_position_operation_v1,volume_range_breakout_v2_formal_operation_20260709,approved_daily_operation_guidance,active_operation,False,pos120_low_all_shapes_next_day_continuation_d15_stop,低位放量攻擊 升級為正式 daily operation model；模型條件加 close-only 確認就是買入 gate，TDCC、MA60/MA120、EMA23 距離只可作分層或加分，不得作 hidden gate。,由 v2 正式模型條件與 close-only 確認產生；不使用舊 v1 hidden evidence gate。,2026-09-22 19:41:04 Asia/Taipei
volume_range_breakout_v2_low_position_volume_attack,full,active_operation,操作中,data,20260922,ready,2,3499,環天科,3499 環天科,active_operation,操作中,已進場追蹤,next_day_continuation_confirmed,next_day_continuation_confirmed,20260907,3,隔日續強確認,確認日收盤後成立，下一個交易日開盤買入。,已進場追蹤；進場日 9/8 開盤價 13.95,收盤連續4天低於MA20/EMA23較低者的4%，隔日開盤停損。,若未觸發停損，固定第15個交易日收盤出場。,4.0,0.0,1.5,0.0,100.0,突破品質 +1.5 | 收近高點 +4,confirmation_next_open,next_open_after_confirmation,20260908,13.95,sustained_close_below_lower_ma20_ema23_4pct_4d,,MA20/EMA23 4日收盤停損,ema23_close_stop_or_fixed_15d_close,15,12,20260904,20260907,,,,1,model_level rank,26,80.77%,0.00%,19.23%,19.23%,28.77%,18.79%,,,,,,,,,,,unavailable_no_approved_add_score_metric,,,,,,,,,,,,baseline_not_permitted_in_operation_row,research_validated_pending_post_merge_monitoring,positive_model_contract_evidence,model_level,all,model_contract,volume_range_breakout_v2_low_position_volume_attack,model_level|all||model_contract|volume_range_breakout_v2_low_position_volume_attack,not_applicable,100.0,依模型風險欄位管理,20260922,12,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_range_breakout_v2_low_position_operation_v1,volume_range_breakout_v2_formal_operation_20260709,approved_daily_operation_guidance,active_operation,False,pos120_low_all_shapes_next_day_continuation_d15_stop,低位放量攻擊 升級為正式 daily operation model；模型條件加 close-only 確認就是買入 gate，TDCC、MA60/MA120、EMA23 距離只可作分層或加分，不得作 hidden gate。,由 v2 正式模型條件與 close-only 確認產生；不使用舊 v1 hidden evidence gate。,2026-09-22 19:41:04 Asia/Taipei
volume_range_breakout_v2_low_position_volume_attack,full,active_operation,操作中,data,20260922,ready,2,6217,中探針,6217 中探針,active_operation,操作中,已進場追蹤,next_day_continuation_confirmed,next_day_continuation_confirmed,20260902,3,隔日續強確認,確認日收盤後成立，下一個交易日開盤買入。,已進場追蹤；進場日 9/3 開盤價 196,收盤連續4天低於MA20/EMA23較低者的4%，隔日開盤停損。,若未觸發停損，固定第15個交易日收盤出場。,4.0,0.0,0.6,0.0,89.1,突破品質 +0.6 | 收近高點 +4,confirmation_next_open,next_open_after_confirmation,20260903,196,sustained_close_below_lower_ma20_ema23_4pct_4d,,MA20/EMA23 4日收盤停損,ema23_close_stop_or_fixed_15d_close,15,15,20260901,20260902,,,,1,model_level rank,26,80.77%,0.00%,19.23%,19.23%,28.77%,18.79%,,,,,,,,,,,unavailable_no_approved_add_score_metric,,,,,,,,,,,,baseline_not_permitted_in_operation_row,research_validated_pending_post_merge_monitoring,positive_model_contract_evidence,model_level,all,model_contract,volume_range_breakout_v2_low_position_volume_attack,model_level|all||model_contract|volume_range_breakout_v2_low_position_volume_attack,not_applicable,89.1,欄位尚未完成 / 暫用現有資料,20260922,12,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_range_breakout_v2_low_position_operation_v1,volume_range_breakout_v2_formal_operation_20260709,approved_daily_operation_guidance,active_operation,False,pos120_low_all_shapes_next_day_continuation_d15_stop,低位放量攻擊 升級為正式 daily operation model；模型條件加 close-only 確認就是買入 gate，TDCC、MA60/MA120、EMA23 距離只可作分層或加分，不得作 hidden gate。,由 v2 正式模型條件與 close-only 確認產生；不使用舊 v1 hidden evidence gate。,2026-09-22 19:41:04 Asia/Taipei
volume_range_breakout_v2_low_position_volume_attack,full,active_operation,操作中,data,20260922,ready,2,7709,榮田,7709 榮田,active_operation,操作中,已進場追蹤,next_day_continuation_confirmed,next_day_continuation_confirmed,20260908,3,隔日續強確認,確認日收盤後成立，下一個交易日開盤買入。,已進場追蹤；進場日 9/9 開盤價 92.4,收盤連續4天低於MA20/EMA23較低者的4%，隔日開盤停損。,若未觸發停損，固定第15個交易日收盤出場。,6.0,0.0,15.0,0.0,100.0,鎖量漲停突破 +16 | 突破品質 +5.0,confirmation_next_open,next_open_after_confirmation,20260909,92.4,sustained_close_below_lower_ma20_ema23_4pct_4d,,MA20/EMA23 4日收盤停損,ema23_close_stop_or_fixed_15d_close,15,11,20260907,20260908,,,,1,model_level rank,26,80.77%,0.00%,19.23%,19.23%,28.77%,18.79%,,,,,,,,,,,unavailable_no_approved_add_score_metric,,,,,,,,,,,,baseline_not_permitted_in_operation_row,research_validated_pending_post_merge_monitoring,positive_model_contract_evidence,model_level,all,model_contract,volume_range_breakout_v2_low_position_volume_attack,model_level|all||model_contract|volume_range_breakout_v2_low_position_volume_attack,not_applicable,100.0,依模型風險欄位管理,20260922,12,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_range_breakout_v2_low_position_operation_v1,volume_range_breakout_v2_formal_operation_20260709,approved_daily_operation_guidance,active_operation,False,pos120_low_all_shapes_next_day_continuation_d15_stop,低位放量攻擊 升級為正式 daily operation model；模型條件加 close-only 確認就是買入 gate，TDCC、MA60/MA120、EMA23 距離只可作分層或加分，不得作 hidden gate。,由 v2 正式模型條件與 close-only 確認產生；不使用舊 v1 hidden evidence gate。,2026-09-22 19:41:04 Asia/Taipei
volume_range_breakout_v2_low_position_volume_attack,full,active_operation,操作中,data,20260922,ready,3,7772,耀穎,7772 耀穎,active_operation,操作中,已進場追蹤,next_day_continuation_confirmed,next_day_continuation_confirmed,20260907,3,隔日續強確認,確認日收盤後成立，下一個交易日開盤買入。,已進場追蹤；進場日 9/8 開盤價 131,收盤連續4天低於MA20/EMA23較低者的4%，隔日開盤停損。,若未觸發停損，固定第15個交易日收盤出場。,10.0,0.0,15.0,0.0,100.0,鎖量漲停突破 +16 | 鎖量且量比低於2.0 +4 | 突破品質 +5.0,confirmation_next_open,next_open_after_confirmation,20260908,131,sustained_close_below_lower_ma20_ema23_4pct_4d,,MA20/EMA23 4日收盤停損,ema23_close_stop_or_fixed_15d_close,15,12,20260904,20260907,,,,1,model_level rank,26,80.77%,0.00%,19.23%,19.23%,28.77%,18.79%,,,,,,,,,,,unavailable_no_approved_add_score_metric,,,,,,,,,,,,baseline_not_permitted_in_operation_row,research_validated_pending_post_merge_monitoring,positive_model_contract_evidence,model_level,all,model_contract,volume_range_breakout_v2_low_position_volume_attack,model_level|all||model_contract|volume_range_breakout_v2_low_position_volume_attack,not_applicable,100.0,依模型風險欄位管理,20260922,12,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_range_breakout_v2_low_position_operation_v1,volume_range_breakout_v2_formal_operation_20260709,approved_daily_operation_guidance,active_operation,False,pos120_low_all_shapes_next_day_continuation_d15_stop,低位放量攻擊 升級為正式 daily operation model；模型條件加 close-only 確認就是買入 gate，TDCC、MA60/MA120、EMA23 距離只可作分層或加分，不得作 hidden gate。,由 v2 正式模型條件與 close-only 確認產生；不使用舊 v1 hidden evidence gate。,2026-09-22 19:41:04 Asia/Taipei
volume_range_breakout_v2_mid_position_momentum_attack,highlight,confirmed_operation,本日可買 / 已確認買入候選,data,20260922,ready,2,8150,南茂,8150 南茂,confirmed_operation,本日可買 / 已確認買入候選,正向證據,next_day_continuation_confirmed,next_day_continuation_confirmed,20260922,3,隔日續強確認,確認日收盤後成立，下一個交易日開盤買入。,尚未到進場日，進場價等待下一個交易日開盤。,收盤連續4天低於MA20/EMA23較低者的4%，隔日開盤停損。,若未觸發停損，固定第15個交易日收盤出場。,4.0,0.0,4.0,0.0,100.0,突破品質 +4.0 | 收近高點 +4,confirmation_next_open,next_open_after_confirmation,,,sustained_close_below_lower_ma20_ema23_4pct_4d,,MA20/EMA23 4日收盤停損,ema23_close_stop_or_fixed_15d_close,15,1,20260921,20260922,,,,1,model_level rank,25,80.00%,0.00%,20.00%,20.00%,12.76%,14.70%,,,,,,,,,,,unavailable_no_approved_add_score_metric,,,,,,,,,,,,baseline_not_permitted_in_operation_row,research_validated_pending_post_merge_monitoring,positive_model_contract_evidence,model_level,all,model_contract,volume_range_breakout_v2_mid_position_momentum_attack,model_level|all||model_contract|volume_range_breakout_v2_mid_position_momentum_attack,not_applicable,100.0,欄位尚未完成 / 暫用現有資料,20260922,12,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_range_breakout_v2_mid_position_operation_v1,volume_range_breakout_v2_formal_operation_20260709,approved_daily_operation_guidance,confirmed_buy_candidate,True,pos120_mid_non_consolidation_or_wide_next_day_continuation_d15_stop,中位動能放量攻擊 升級為正式 daily operation model；模型條件加 close-only 確認就是買入 gate，TDCC、MA60/MA120、EMA23 距離只可作分層或加分，不得作 hidden gate。,由 v2 正式模型條件與 close-only 確認產生；不使用舊 v1 hidden evidence gate。,2026-09-22 19:41:04 Asia/Taipei
volume_range_breakout_v2_mid_position_momentum_attack,highlight,active_operation,操作中,data,20260922,ready,1,4971,IET-KY,4971 IET-KY,active_operation,操作中,已進場追蹤,next_day_continuation_confirmed,next_day_continuation_confirmed,20260902,3,隔日續強確認,確認日收盤後成立，下一個交易日開盤買入。,已進場追蹤；進場日 9/3 開盤價 678,收盤連續4天低於MA20/EMA23較低者的4%，隔日開盤停損。,若未觸發停損，固定第15個交易日收盤出場。,4.0,0.0,4.7,0.0,100.0,突破品質 +4.7 | 收近高點 +4,confirmation_next_open,next_open_after_confirmation,20260903,678,sustained_close_below_lower_ma20_ema23_4pct_4d,,MA20/EMA23 4日收盤停損,ema23_close_stop_or_fixed_15d_close,15,15,20260901,20260902,,,,1,model_level rank,25,80.00%,0.00%,20.00%,20.00%,12.76%,14.70%,,,,,,,,,,,unavailable_no_approved_add_score_metric,,,,,,,,,,,,baseline_not_permitted_in_operation_row,research_validated_pending_post_merge_monitoring,positive_model_contract_evidence,model_level,all,model_contract,volume_range_breakout_v2_mid_position_momentum_attack,model_level|all||model_contract|volume_range_breakout_v2_mid_position_momentum_attack,not_applicable,100.0,欄位尚未完成 / 暫用現有資料,20260922,12,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_range_breakout_v2_mid_position_operation_v1,volume_range_breakout_v2_formal_operation_20260709,approved_daily_operation_guidance,active_operation,False,pos120_mid_non_consolidation_or_wide_next_day_continuation_d15_stop,中位動能放量攻擊 升級為正式 daily operation model；模型條件加 close-only 確認就是買入 gate，TDCC、MA60/MA120、EMA23 距離只可作分層或加分，不得作 hidden gate。,由 v2 正式模型條件與 close-only 確認產生；不使用舊 v1 hidden evidence gate。,2026-09-22 19:41:04 Asia/Taipei
volume_range_breakout_v2_mid_position_momentum_attack,highlight,active_operation,操作中,data,20260922,ready,1,8064,東捷,8064 東捷,active_operation,操作中,已進場追蹤,next_day_continuation_confirmed,next_day_continuation_confirmed,20260908,3,隔日續強確認,確認日收盤後成立，下一個交易日開盤買入。,已進場追蹤；進場日 9/9 開盤價 130,收盤連續4天低於MA20/EMA23較低者的4%，隔日開盤停損。,若未觸發停損，固定第15個交易日收盤出場。,4.0,0.0,4.0,0.0,100.0,突破品質 +4.0 | 收近高點 +4,confirmation_next_open,next_open_after_confirmation,20260909,130,sustained_close_below_lower_ma20_ema23_4pct_4d,,MA20/EMA23 4日收盤停損,ema23_close_stop_or_fixed_15d_close,15,11,20260907,20260908,,,,1,model_level rank,25,80.00%,0.00%,20.00%,20.00%,12.76%,14.70%,,,,,,,,,,,unavailable_no_approved_add_score_metric,,,,,,,,,,,,baseline_not_permitted_in_operation_row,research_validated_pending_post_merge_monitoring,positive_model_contract_evidence,model_level,all,model_contract,volume_range_breakout_v2_mid_position_momentum_attack,model_level|all||model_contract|volume_range_breakout_v2_mid_position_momentum_attack,not_applicable,100.0,連續過熱,20260922,12,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_range_breakout_v2_mid_position_operation_v1,volume_range_breakout_v2_formal_operation_20260709,approved_daily_operation_guidance,active_operation,False,pos120_mid_non_consolidation_or_wide_next_day_continuation_d15_stop,中位動能放量攻擊 升級為正式 daily operation model；模型條件加 close-only 確認就是買入 gate，TDCC、MA60/MA120、EMA23 距離只可作分層或加分，不得作 hidden gate。,由 v2 正式模型條件與 close-only 確認產生；不使用舊 v1 hidden evidence gate。,2026-09-22 19:41:04 Asia/Taipei
volume_range_breakout_v2_mid_position_momentum_attack,highlight,active_operation,操作中,data,20260922,ready,2,3624,光頡,3624 光頡,active_operation,操作中,已進場追蹤,next_day_continuation_confirmed,next_day_continuation_confirmed,20260911,3,隔日續強確認,確認日收盤後成立，下一個交易日開盤買入。,已進場追蹤；進場日 9/14 開盤價 122,收盤連續4天低於MA20/EMA23較低者的4%，隔日開盤停損。,若未觸發停損，固定第15個交易日收盤出場。,4.0,0.0,4.1,0.0,98.9,突破品質 +4.1 | 收近高點 +4,confirmation_next_open,next_open_after_confirmation,20260914,122,sustained_close_below_lower_ma20_ema23_4pct_4d,,MA20/EMA23 4日收盤停損,ema23_close_stop_or_fixed_15d_close,15,8,20260910,20260911,,,,1,model_level rank,25,80.00%,0.00%,20.00%,20.00%,12.76%,14.70%,,,,,,,,,,,unavailable_no_approved_add_score_metric,,,,,,,,,,,,baseline_not_permitted_in_operation_row,research_validated_pending_post_merge_monitoring,positive_model_contract_evidence,model_level,all,model_contract,volume_range_breakout_v2_mid_position_momentum_attack,model_level|all||model_contract|volume_range_breakout_v2_mid_position_momentum_attack,not_applicable,98.9,連續過熱,20260922,12,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_range_breakout_v2_mid_position_operation_v1,volume_range_breakout_v2_formal_operation_20260709,approved_daily_operation_guidance,active_operation,False,pos120_mid_non_consolidation_or_wide_next_day_continuation_d15_stop,中位動能放量攻擊 升級為正式 daily operation model；模型條件加 close-only 確認就是買入 gate，TDCC、MA60/MA120、EMA23 距離只可作分層或加分，不得作 hidden gate。,由 v2 正式模型條件與 close-only 確認產生；不使用舊 v1 hidden evidence gate。,2026-09-22 19:41:04 Asia/Taipei
volume_range_breakout_v2_mid_position_momentum_attack,highlight,active_operation,操作中,data,20260922,ready,2,4956,光鋐,4956 光鋐,active_operation,操作中,已進場追蹤,next_day_continuation_confirmed,next_day_continuation_confirmed,20260921,3,隔日續強確認,確認日收盤後成立，下一個交易日開盤買入。,已進場追蹤；進場日 9/22 開盤價 47,收盤連續4天低於MA20/EMA23較低者的4%，隔日開盤停損。,若未觸發停損，固定第15個交易日收盤出場。,4.0,0.0,5.0,0.0,100.0,突破品質 +5.0 | 收近高點 +4,confirmation_next_open,next_open_after_confirmation,20260922,47,sustained_close_below_lower_ma20_ema23_4pct_4d,,MA20/EMA23 4日收盤停損,ema23_close_stop_or_fixed_15d_close,15,2,20260918,20260921,,,,1,model_level rank,25,80.00%,0.00%,20.00%,20.00%,12.76%,14.70%,,,,,,,,,,,unavailable_no_approved_add_score_metric,,,,,,,,,,,,baseline_not_permitted_in_operation_row,research_validated_pending_post_merge_monitoring,positive_model_contract_evidence,model_level,all,model_contract,volume_range_breakout_v2_mid_position_momentum_attack,model_level|all||model_contract|volume_range_breakout_v2_mid_position_momentum_attack,not_applicable,100.0,連續過熱,20260922,12,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_range_breakout_v2_mid_position_operation_v1,volume_range_breakout_v2_formal_operation_20260709,approved_daily_operation_guidance,active_operation,False,pos120_mid_non_consolidation_or_wide_next_day_continuation_d15_stop,中位動能放量攻擊 升級為正式 daily operation model；模型條件加 close-only 確認就是買入 gate，TDCC、MA60/MA120、EMA23 距離只可作分層或加分，不得作 hidden gate。,由 v2 正式模型條件與 close-only 確認產生；不使用舊 v1 hidden evidence gate。,2026-09-22 19:41:04 Asia/Taipei
volume_range_breakout_v2_mid_position_momentum_attack,highlight,active_operation,操作中,data,20260922,ready,3,2449,京元電子,2449 京元電子,active_operation,操作中,已進場追蹤,next_day_continuation_confirmed,next_day_continuation_confirmed,20260921,3,隔日續強確認,確認日收盤後成立，下一個交易日開盤買入。,已進場追蹤；進場日 9/22 開盤價 314,收盤連續4天低於MA20/EMA23較低者的4%，隔日開盤停損。,若未觸發停損，固定第15個交易日收盤出場。,4.0,0.0,0.7,0.0,92.2,突破品質 +0.7 | 收近高點 +4,confirmation_next_open,next_open_after_confirmation,20260922,314,sustained_close_below_lower_ma20_ema23_4pct_4d,,MA20/EMA23 4日收盤停損,ema23_close_stop_or_fixed_15d_close,15,2,20260918,20260921,,,,1,model_level rank,25,80.00%,0.00%,20.00%,20.00%,12.76%,14.70%,,,,,,,,,,,unavailable_no_approved_add_score_metric,,,,,,,,,,,,baseline_not_permitted_in_operation_row,research_validated_pending_post_merge_monitoring,positive_model_contract_evidence,model_level,all,model_contract,volume_range_breakout_v2_mid_position_momentum_attack,model_level|all||model_contract|volume_range_breakout_v2_mid_position_momentum_attack,not_applicable,92.2,欄位尚未完成 / 暫用現有資料,20260922,12,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_range_breakout_v2_mid_position_operation_v1,volume_range_breakout_v2_formal_operation_20260709,approved_daily_operation_guidance,active_operation,False,pos120_mid_non_consolidation_or_wide_next_day_continuation_d15_stop,中位動能放量攻擊 升級為正式 daily operation model；模型條件加 close-only 確認就是買入 gate，TDCC、MA60/MA120、EMA23 距離只可作分層或加分，不得作 hidden gate。,由 v2 正式模型條件與 close-only 確認產生；不使用舊 v1 hidden evidence gate。,2026-09-22 19:41:04 Asia/Taipei
volume_range_breakout_v2_mid_position_momentum_attack,full,confirmed_operation,本日可買 / 已確認買入候選,data,20260922,ready,2,8150,南茂,8150 南茂,confirmed_operation,本日可買 / 已確認買入候選,正向證據,next_day_continuation_confirmed,next_day_continuation_confirmed,20260922,3,隔日續強確認,確認日收盤後成立，下一個交易日開盤買入。,尚未到進場日，進場價等待下一個交易日開盤。,收盤連續4天低於MA20/EMA23較低者的4%，隔日開盤停損。,若未觸發停損，固定第15個交易日收盤出場。,4.0,0.0,4.0,0.0,100.0,突破品質 +4.0 | 收近高點 +4,confirmation_next_open,next_open_after_confirmation,,,sustained_close_below_lower_ma20_ema23_4pct_4d,,MA20/EMA23 4日收盤停損,ema23_close_stop_or_fixed_15d_close,15,1,20260921,20260922,,,,1,model_level rank,25,80.00%,0.00%,20.00%,20.00%,12.76%,14.70%,,,,,,,,,,,unavailable_no_approved_add_score_metric,,,,,,,,,,,,baseline_not_permitted_in_operation_row,research_validated_pending_post_merge_monitoring,positive_model_contract_evidence,model_level,all,model_contract,volume_range_breakout_v2_mid_position_momentum_attack,model_level|all||model_contract|volume_range_breakout_v2_mid_position_momentum_attack,not_applicable,100.0,欄位尚未完成 / 暫用現有資料,20260922,12,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_range_breakout_v2_mid_position_operation_v1,volume_range_breakout_v2_formal_operation_20260709,approved_daily_operation_guidance,confirmed_buy_candidate,True,pos120_mid_non_consolidation_or_wide_next_day_continuation_d15_stop,中位動能放量攻擊 升級為正式 daily operation model；模型條件加 close-only 確認就是買入 gate，TDCC、MA60/MA120、EMA23 距離只可作分層或加分，不得作 hidden gate。,由 v2 正式模型條件與 close-only 確認產生；不使用舊 v1 hidden evidence gate。,2026-09-22 19:41:04 Asia/Taipei
volume_range_breakout_v2_mid_position_momentum_attack,full,confirmed_unranked_operation,已確認但未列買入,empty_state,20260922,ready,0,,,本日無已確認但未列買入股票,confirmed_unranked_operation,已確認但未列買入,本日無已確認但未列買入股票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_applicable_empty_state,,,,,,,,,,,,empty_state,,,,,,,,,,,20260922,12,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_range_breakout_v2_mid_position_operation_v1,volume_range_breakout_v2_formal_operation_20260709,approved_daily_operation_guidance,empty_state,False,pos120_mid_non_consolidation_or_wide_next_day_continuation_d15_stop,中位動能放量攻擊 升級為正式 daily operation model；模型條件加 close-only 確認就是買入 gate，TDCC、MA60/MA120、EMA23 距離只可作分層或加分，不得作 hidden gate。,本日無已確認但未列買入股票,2026-09-22 19:41:04 Asia/Taipei
volume_range_breakout_v2_mid_position_momentum_attack,full,pending_confirmation,待確認,data,20260922,ready,1,3707,漢磊,3707 漢磊,pending_confirmation,待確認,等待 close-only 確認,,,,,,訊號日後等待隔日續攻收盤確認；未確認前不列買入。,訊號日後等待隔日續攻收盤確認；未確認前不列買入。,待確認成立後才啟動 MA20/EMA23 4日收盤停損。,待確認成立後才啟動 D+15 固定收盤出場規則。,4.0,0.0,3.0,0.0,100.0,突破品質 +3.0 | 收近高點 +4,pending_confirmation,,,,sustained_close_below_lower_ma20_ema23_4pct_4d_after_confirmation,,,ema23_close_stop_or_fixed_15d_close,15,0,20260922,,今日訊號,新進榜,訊號日後等待隔日續攻收盤確認；未確認前不列買入。,1,欄位尚未完成 / 暫用現有資料,13,58.33,,,,1.25,,,,,,,,,,,,unavailable_no_approved_add_score_metric,,,,,,,,,,,,baseline_not_permitted_in_operation_row,insufficient_sample,,,,,,,,100.0,連續過熱,20260922,12,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_range_breakout_v2_mid_position_operation_v1,volume_range_breakout_v2_formal_operation_20260709,approved_daily_operation_guidance,pending_confirmation,False,pos120_mid_non_consolidation_or_wide_next_day_continuation_d15_stop,中位動能放量攻擊 升級為正式 daily operation model；模型條件加 close-only 確認就是買入 gate，TDCC、MA60/MA120、EMA23 距離只可作分層或加分，不得作 hidden gate。,由 v2 正式模型條件與 close-only 確認產生；不使用舊 v1 hidden evidence gate。,2026-09-22 19:41:04 Asia/Taipei
volume_range_breakout_v2_mid_position_momentum_attack,full,pending_confirmation,待確認,data,20260922,ready,3,1528,恩德,1528 恩德,pending_confirmation,待確認,等待 close-only 確認,,,,,,訊號日後等待隔日續攻收盤確認；未確認前不列買入。,訊號日後等待隔日續攻收盤確認；未確認前不列買入。,待確認成立後才啟動 MA20/EMA23 4日收盤停損。,待確認成立後才啟動 D+15 固定收盤出場規則。,4.0,0.0,0.7,0.0,89.5,突破品質 +0.7 | 收近高點 +4,pending_confirmation,,,,sustained_close_below_lower_ma20_ema23_4pct_4d_after_confirmation,,,ema23_close_stop_or_fixed_15d_close,15,1,20260921,,D+1 待確認,新進榜,訊號日後等待隔日續攻收盤確認；未確認前不列買入。,1,欄位尚未完成 / 暫用現有資料,13,58.33,,,,1.25,,,,,,,,,,,,unavailable_no_approved_add_score_metric,,,,,,,,,,,,baseline_not_permitted_in_operation_row,insufficient_sample,,,,,,,,89.5,連續過熱,20260922,12,daily_candidate_model_signal_log+daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_range_breakout_v2_mid_position_operation_v1,volume_range_breakout_v2_formal_operation_20260709,approved_daily_operation_guidance,pending_confirmation,False,pos120_mid_non_consolidation_or_wide_next_day_continuation_d15_stop,中位動能放量攻擊 升級為正式 daily operation model；模型條件加 close-only 確認就是買入 gate，TDCC、MA60/MA120、EMA23 距離只可作分層或加分，不得作 hidden gate。,由 v2 正式模型條件與 close-only 確認產生；不使用舊 v1 hidden evidence gate。,2026-09-22 19:41:04 Asia/Taipei
