model_id,pdf_view,pdf_section,pdf_section_zh,row_type,operation_asof_date,operation_source_date_status,display_order,stock_id,stock_name,stock_display,operation_status_zh,quality_status_zh,matched_trigger_ids,selected_trigger_id,selected_confirmation_date,selected_trigger_priority,trigger_zh,entry_basis_zh,entry_price_status_zh,stop_basis_zh,exit_rule_zh,operation_score,tdcc_score,pattern_score,risk_penalty,final_rank_score,rank_reason_zh,entry_rule_id,entry_price_basis,stop_loss_rule_id,stop_loss_price,stop_loss_label_zh,exit_rule_id,planned_holding_days,operation_age_days,signal_date,confirmation_date,pending_age_zh,pending_group_zh,pending_confirmation_zh,same_stock_pending_count,tdcc_status_zh,sample_size,win_rate_zh,avg_return_zh,median_return_zh,confidence_zh,evidence_match_status,evidence_tdcc_list_type,evidence_rank_bucket,evidence_confluence_scope,evidence_confluence_id,evidence_key,evidence_out_of_sample_pass,research_score,pdf_note_zh,daily_signal_date,daily_volume_model_signal_count,adapter_source,adapter_source_status,approval_source,approved_for_daily,operation_module_approved_for_daily,approval_status,operation_module_id,approval_version,operation_directive_level,row_action_status,buy_rank_eligible,buy_filter_id,approval_note_zh,adapter_note_zh,generated_at
volume_range_breakout,full,pending_confirmation,待確認,data,20260617,ready,1,6645,金萬林-創,6645 金萬林-創,待確認,模型已命中，尚未確認,,,,,,尚未確認，不列進場價,尚未確認，不列進場價,尚未確認，不列停損價,待確認後才顯示操作規則,,,,,,,pending_confirmation,,signal_low_stop_after_confirmation,,,signal_low_stop_or_fixed_10d_close,10,2,20260615,,D+2 待確認,新進榜,模型已命中但尚未確認，不能列買入排名；若確認前跌破訊號日最低價或超過 10 個交易日，則不列操作。,1,欄位尚未完成 / 暫用現有資料,657,44.76,3.85,,ok_first_pass,,,,,,,,74.0,依模型風險欄位管理,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,pending_confirmation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-06-18 13:07:02 Asia/Taipei
volume_range_breakout,full,pending_confirmation,待確認,data,20260617,ready,2,2302,麗正,2302 麗正,待確認,模型已命中，尚未確認,,,,,,尚未確認，不列進場價,尚未確認，不列進場價,尚未確認，不列停損價,待確認後才顯示操作規則,4.0,0.0,4.5,0.0,77.6,突破品質 +4.5 | 收近高點 +4,pending_confirmation,,signal_low_stop_after_confirmation,,,signal_low_stop_or_fixed_10d_close,10,0,20260617,,今日訊號,新進榜,模型已命中但尚未確認，不能列買入排名；若確認前跌破訊號日最低價或超過 10 個交易日，則不列操作。,1,欄位尚未完成 / 暫用現有資料,657,44.76,3.85,,ok_first_pass,,,,,,,,77.6,連續過熱,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,pending_confirmation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-06-18 13:07:02 Asia/Taipei
volume_range_breakout,full,pending_confirmation,待確認,data,20260617,ready,2,2484,希華,2484 希華,待確認,模型已命中，尚未確認,,,,,,尚未確認，不列進場價,尚未確認，不列進場價,尚未確認，不列停損價,待確認後才顯示操作規則,,,,,,,pending_confirmation,,signal_low_stop_after_confirmation,,,signal_low_stop_or_fixed_10d_close,10,2,20260615,,D+2 待確認,新進榜,模型已命中但尚未確認，不能列買入排名；若確認前跌破訊號日最低價或超過 10 個交易日，則不列操作。,1,欄位尚未完成 / 暫用現有資料,657,44.76,3.85,,ok_first_pass,,,,,,,,70.7,連續過熱,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,pending_confirmation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-06-18 13:07:02 Asia/Taipei
volume_range_breakout,full,pending_confirmation,待確認,data,20260617,ready,2,2618,長榮航,2618 長榮航,待確認,模型已命中，尚未確認,,,,,,尚未確認，不列進場價,尚未確認，不列進場價,尚未確認，不列停損價,待確認後才顯示操作規則,0.0,0.0,2.4,0.0,72.7,突破品質 +2.4,pending_confirmation,,signal_low_stop_after_confirmation,,,signal_low_stop_or_fixed_10d_close,10,0,20260617,,今日訊號,新進榜,模型已命中但尚未確認，不能列買入排名；若確認前跌破訊號日最低價或超過 10 個交易日，則不列操作。,1,欄位尚未完成 / 暫用現有資料,657,44.76,3.85,,ok_first_pass,,,,,,,,72.7,依模型風險欄位管理,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,pending_confirmation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-06-18 13:07:02 Asia/Taipei
volume_range_breakout,full,pending_confirmation,待確認,data,20260617,ready,3,5471,松翰,5471 松翰,待確認,模型已命中，尚未確認,,,,,,尚未確認，不列進場價,尚未確認，不列進場價,尚未確認，不列停損價,待確認後才顯示操作規則,4.0,0.0,2.4,0.0,73.9,突破品質 +2.4 | 收近高點 +4,pending_confirmation,,signal_low_stop_after_confirmation,,,signal_low_stop_or_fixed_10d_close,10,0,20260617,,今日訊號,新進榜,模型已命中但尚未確認，不能列買入排名；若確認前跌破訊號日最低價或超過 10 個交易日，則不列操作。,1,欄位尚未完成 / 暫用現有資料,657,44.76,3.85,,ok_first_pass,,,,,,,,73.9,依模型風險欄位管理,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,pending_confirmation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-06-18 13:07:02 Asia/Taipei
volume_range_breakout,full,pending_confirmation,待確認,data,20260617,ready,3,9928,中視,9928 中視,待確認,模型已命中，尚未確認,,,,,,尚未確認，不列進場價,尚未確認，不列進場價,尚未確認，不列停損價,待確認後才顯示操作規則,0.0,0.0,1.2,0.0,70.6,突破品質 +1.2,pending_confirmation,,signal_low_stop_after_confirmation,,,signal_low_stop_or_fixed_10d_close,10,0,20260617,,今日訊號,新進榜,模型已命中但尚未確認，不能列買入排名；若確認前跌破訊號日最低價或超過 10 個交易日，則不列操作。,1,欄位尚未完成 / 暫用現有資料,657,44.76,3.85,,ok_first_pass,,,,,,,,70.6,依模型風險欄位管理,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,pending_confirmation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-06-18 13:07:02 Asia/Taipei
volume_range_breakout,full,pending_confirmation,待確認,data,20260617,ready,4,2910,統領,2910 統領,待確認,模型已命中，尚未確認,,,,,,尚未確認，不列進場價,尚未確認，不列進場價,尚未確認，不列停損價,待確認後才顯示操作規則,,,,,,,pending_confirmation,,signal_low_stop_after_confirmation,,,signal_low_stop_or_fixed_10d_close,10,1,20260616,,D+1 待確認,新進榜,模型已命中但尚未確認，不能列買入排名；若確認前跌破訊號日最低價或超過 10 個交易日，則不列操作。,1,欄位尚未完成 / 暫用現有資料,657,44.76,3.85,,ok_first_pass,,,,,,,,64.4,長上影攻擊品質扣分:0.3 / 長上影攻擊品質扣分,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,pending_confirmation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-06-18 13:07:02 Asia/Taipei
volume_range_breakout,full,pending_confirmation,待確認,data,20260617,ready,4,6742,澤米,6742 澤米,待確認,模型已命中，尚未確認,,,,,,尚未確認，不列進場價,尚未確認，不列進場價,尚未確認，不列停損價,待確認後才顯示操作規則,4.0,0.0,3.2,0.0,73.3,突破品質 +3.2 | 收近高點 +4,pending_confirmation,,signal_low_stop_after_confirmation,,,signal_low_stop_or_fixed_10d_close,10,0,20260617,,今日訊號,新進榜,模型已命中但尚未確認，不能列買入排名；若確認前跌破訊號日最低價或超過 10 個交易日，則不列操作。,1,欄位尚未完成 / 暫用現有資料,657,44.76,3.85,,ok_first_pass,,,,,,,,73.3,依模型風險欄位管理,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,pending_confirmation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-06-18 13:07:02 Asia/Taipei
volume_range_breakout,full,pending_confirmation,待確認,data,20260617,ready,5,2332,友訊,2332 友訊,待確認,模型已命中，尚未確認,,,,,,尚未確認，不列進場價,尚未確認，不列進場價,尚未確認，不列停損價,待確認後才顯示操作規則,4.0,0.0,1.4,0.0,72.8,突破品質 +1.4 | 收近高點 +4,pending_confirmation,,signal_low_stop_after_confirmation,,,signal_low_stop_or_fixed_10d_close,10,0,20260617,,今日訊號,新進榜,模型已命中但尚未確認，不能列買入排名；若確認前跌破訊號日最低價或超過 10 個交易日，則不列操作。,1,欄位尚未完成 / 暫用現有資料,657,44.76,3.85,,ok_first_pass,,,,,,,,72.8,依模型風險欄位管理,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,pending_confirmation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-06-18 13:07:02 Asia/Taipei
volume_range_breakout,full,pending_confirmation,待確認,data,20260617,ready,5,3019,亞光,3019 亞光,待確認,模型已命中，尚未確認,,,,,,尚未確認，不列進場價,尚未確認，不列進場價,尚未確認，不列停損價,待確認後才顯示操作規則,,,,,,,pending_confirmation,,signal_low_stop_after_confirmation,,,signal_low_stop_or_fixed_10d_close,10,1,20260616,,D+1 待確認,新進榜,模型已命中但尚未確認，不能列買入排名；若確認前跌破訊號日最低價或超過 10 個交易日，則不列操作。,1,欄位尚未完成 / 暫用現有資料,657,44.76,3.85,,ok_first_pass,,,,,,,,65.4,依模型風險欄位管理,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,pending_confirmation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-06-18 13:07:02 Asia/Taipei
volume_range_breakout,full,pending_confirmation,待確認,data,20260617,ready,6,6668,中揚光,6668 中揚光,待確認,模型已命中，尚未確認,,,,,,尚未確認，不列進場價,尚未確認，不列進場價,尚未確認，不列停損價,待確認後才顯示操作規則,0.0,0.0,2.7,2.0,70.4,突破品質 +2.7 | 上影線風險 -2.0,pending_confirmation,,signal_low_stop_after_confirmation,,,signal_low_stop_or_fixed_10d_close,10,0,20260617,,今日訊號,新進榜,模型已命中但尚未確認，不能列買入排名；若確認前跌破訊號日最低價或超過 10 個交易日，則不列操作。,1,欄位尚未完成 / 暫用現有資料,657,44.76,3.85,,ok_first_pass,,,,,,,,70.4,長上影攻擊品質扣分:2.0 / 連續過熱 / 長上影攻擊品質扣分,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,pending_confirmation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-06-18 13:07:02 Asia/Taipei
volume_range_breakout,full,pending_confirmation,待確認,data,20260617,ready,7,3060,銘異,3060 銘異,待確認,模型已命中，尚未確認,,,,,,尚未確認，不列進場價,尚未確認，不列進場價,尚未確認，不列停損價,待確認後才顯示操作規則,4.0,0.0,2.5,0.0,68.7,突破品質 +2.5 | 收近高點 +4,pending_confirmation,,signal_low_stop_after_confirmation,,,signal_low_stop_or_fixed_10d_close,10,0,20260617,,今日訊號,新進榜,模型已命中但尚未確認，不能列買入排名；若確認前跌破訊號日最低價或超過 10 個交易日，則不列操作。,1,欄位尚未完成 / 暫用現有資料,657,44.76,3.85,,ok_first_pass,,,,,,,,68.7,連續過熱,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,pending_confirmation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-06-18 13:07:02 Asia/Taipei
volume_range_breakout,full,pending_confirmation,待確認,data,20260617,ready,8,2342,茂矽,2342 茂矽,待確認,模型已命中，尚未確認,,,,,,尚未確認，不列進場價,尚未確認，不列進場價,尚未確認，不列停損價,待確認後才顯示操作規則,0.0,0.0,2.0,0.0,68.2,突破品質 +2.0,pending_confirmation,,signal_low_stop_after_confirmation,,,signal_low_stop_or_fixed_10d_close,10,0,20260617,,今日訊號,新進榜,模型已命中但尚未確認，不能列買入排名；若確認前跌破訊號日最低價或超過 10 個交易日，則不列操作。,1,欄位尚未完成 / 暫用現有資料,657,44.76,3.85,,ok_first_pass,,,,,,,,68.2,連續過熱,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,pending_confirmation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-06-18 13:07:02 Asia/Taipei
volume_range_breakout,full,pending_confirmation,待確認,data,20260617,ready,9,3008,大立光,3008 大立光,待確認,模型已命中，尚未確認,,,,,,尚未確認，不列進場價,尚未確認，不列進場價,尚未確認，不列停損價,待確認後才顯示操作規則,0.0,0.0,3.1,0.3,63.8,突破品質 +3.1 | 上影線風險 -0.3,pending_confirmation,,signal_low_stop_after_confirmation,,,signal_low_stop_or_fixed_10d_close,10,0,20260617,,今日訊號,新進榜,模型已命中但尚未確認，不能列買入排名；若確認前跌破訊號日最低價或超過 10 個交易日，則不列操作。,1,欄位尚未完成 / 暫用現有資料,657,44.76,3.85,,ok_first_pass,,,,,,,,63.8,長上影攻擊品質扣分:0.3 / 連續過熱 / 長上影攻擊品質扣分,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,pending_confirmation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-06-18 13:07:02 Asia/Taipei
volume_range_breakout,full,pending_confirmation,待確認,data,20260617,ready,10,3041,揚智,3041 揚智,待確認,模型已命中，尚未確認,,,,,,尚未確認，不列進場價,尚未確認，不列進場價,尚未確認，不列停損價,待確認後才顯示操作規則,4.0,0.0,0.4,0.0,63.6,突破品質 +0.4 | 收近高點 +4,pending_confirmation,,signal_low_stop_after_confirmation,,,signal_low_stop_or_fixed_10d_close,10,0,20260617,,今日訊號,新進榜,模型已命中但尚未確認，不能列買入排名；若確認前跌破訊號日最低價或超過 10 個交易日，則不列操作。,1,欄位尚未完成 / 暫用現有資料,657,44.76,3.85,,ok_first_pass,,,,,,,,63.6,依模型風險欄位管理,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,pending_confirmation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-06-18 13:07:02 Asia/Taipei
volume_range_breakout,full,pending_confirmation,待確認,data,20260617,ready,11,3094,聯傑,3094 聯傑,待確認,模型已命中，尚未確認,,,,,,尚未確認，不列進場價,尚未確認，不列進場價,尚未確認，不列停損價,待確認後才顯示操作規則,0.0,0.0,1.7,0.0,63.0,突破品質 +1.7,pending_confirmation,,signal_low_stop_after_confirmation,,,signal_low_stop_or_fixed_10d_close,10,0,20260617,,今日訊號,新進榜,模型已命中但尚未確認，不能列買入排名；若確認前跌破訊號日最低價或超過 10 個交易日，則不列操作。,1,欄位尚未完成 / 暫用現有資料,657,44.76,3.85,,ok_first_pass,,,,,,,,63.0,連續過熱,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,pending_confirmation,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,由已發布模型快照與價格資料重建 D0-D10 操作狀態。,2026-06-18 13:07:02 Asia/Taipei
volume_range_breakout,full,active_operation,操作中,empty_state,20260617,ready,0,,,目前無資料,操作中,目前無資料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260617,14,daily_published_model_snapshots+stock_price_history,ready,approved_operation_patterns_latest.csv,True,True,approved_for_daily_v1,volume_breakout_confirmed_operation_v1,volume_breakout_operation_v1_20260615,approved_daily_operation_guidance,empty_state,False,positive_evidence_oos_rank_v1,以目前 repo 可用歷史資料批准放量攻擊 v1 操作建議。後續固定 research/backtest 可用新版 approval_version 調整參數與條件。,目前沒有操作中追蹤列。,2026-06-18 13:07:02 Asia/Taipei
